Age,Annual Income,Employment Status,Loan Amount,Existing Debts,Credit Utilization Ratio,Number of Credit Accounts,Payment History,Credit History Length,Number of Late Payments,Debt-to-Income Ratio,Loan Purpose,Creditworthy
41,48080,Employed,17768,38891,0.41,18,0.93,13.5,1,0.19,Education,1
26,36164,Self-Employed,22092,1910,0.5,9,0.92,7.8,1,0.15,Home Improvement,1
49,65924,Employed,47497,76577,0.89,5,0.76,27.5,4,0.31,Debt Consolidation,0
52,60163,Employed,36804,66276,0.4,6,0.88,32.2,2,0.28,Home Improvement,1
36,58599,Employed,11458,8900,0.6,12,0.77,2.9,4,0.07,Major Purchase,0
36,51054,Self-Employed,24407,6903,0.32,11,0.99,15.8,0,0.13,Education,1
45,48100,Employed,5652,31115,0.82,16,0.91,4.4,1,0.11,Home Improvement,0
36,161811,Employed,5445,113557,0.24,4,1.0,11.8,0,0.09,Business,1
41,88621,Employed,32096,40642,0.69,17,0.92,16.8,1,0.14,Debt Consolidation,0
67,70362,Retired,53070,11515,0.73,9,0.81,8.7,3,0.2,Home Improvement,0
39,51839,Employed,2142,31759,0.59,1,0.92,13.7,1,0.08,Home Improvement,0
37,81111,Employed,50897,32856,0.46,10,0.98,1.9,0,0.2,Home Improvement,1
34,63512,Employed,23535,26809,0.34,3,0.93,5.4,1,0.14,Major Purchase,1
50,49667,Self-Employed,2730,38441,0.32,9,0.88,29.6,2,0.11,Debt Consolidation,1
39,42117,Self-Employed,31434,44758,0.43,13,0.83,4.4,3,0.31,Debt Consolidation,1
34,47077,Employed,21769,31555,0.67,7,0.82,2.0,3,0.19,Business,1
57,15000,Self-Employed,5123,12376,0.32,14,0.99,17.9,0,0.18,Debt Consolidation,1
59,54464,Employed,4230,43131,0.68,19,0.99,35.0,0,0.11,Home Improvement,1
34,38398,Self-Employed,12408,25395,0.48,14,0.88,2.2,2,0.16,Home Improvement,0
19,108698,Self-Employed,19898,40534,0.25,7,0.94,1.0,1,0.09,Major Purchase,1
54,49497,Employed,9968,22439,0.43,7,0.88,32.5,2,0.1,Home Improvement,1
33,27052,Self-Employed,8992,10248,0.4,4,0.93,2.7,1,0.13,Home Improvement,0
51,47813,Self-Employed,11125,52641,0.49,12,0.93,10.9,1,0.19,Education,0
18,29054,Self-Employed,9629,28819,0.33,7,0.99,0.8,0,0.2,Major Purchase,1
52,62112,Employed,10226,43181,0.49,14,0.83,18.9,3,0.12,Business,1
27,56696,Employed,18220,62064,0.62,2,0.92,7.7,1,0.21,Debt Consolidation,1
50,79135,Employed,5702,84175,0.58,1,0.72,4.5,5,0.14,Business,1
42,33009,Employed,1641,36745,0.33,18,0.99,22.2,0,0.15,Business,1
30,49861,Employed,36942,13269,0.28,4,1.0,11.3,0,0.21,Education,1
37,24772,Self-Employed,19192,21328,0.44,8,0.93,3.8,1,0.29,Education,1
50,69615,Employed,4875,50893,0.41,3,0.99,2.1,0,0.1,Home Improvement,1
43,63540,Employed,42602,55953,0.56,6,0.92,24.8,1,0.27,Education,1
49,62812,Employed,9894,19851,0.29,13,0.94,15.5,1,0.08,Auto,1
65,49060,Employed,3848,40904,0.62,9,0.87,27.3,2,0.12,Debt Consolidation,1
23,60318,Employed,17077,29663,0.56,9,0.87,3.5,2,0.13,Debt Consolidation,0
61,109334,Employed,4612,109432,0.66,9,0.92,34.2,1,0.13,Debt Consolidation,1
43,42508,Self-Employed,8062,40570,0.37,15,0.99,20.5,0,0.16,Business,1
31,52539,Self-Employed,36322,13325,0.31,13,0.93,3.3,1,0.2,Education,1
26,28479,Employed,2462,6283,0.66,6,0.92,2.7,1,0.05,Home Improvement,0
39,31757,Employed,23346,27351,0.78,16,0.91,18.5,1,0.28,Business,1
53,51477,Employed,40579,34003,0.81,2,0.81,28.9,3,0.27,Auto,0
40,85132,Self-Employed,29405,56923,0.25,14,0.99,14.0,0,0.16,Business,1
60,43125,Self-Employed,12974,38942,0.31,6,0.93,41.8,1,0.18,Debt Consolidation,1
24,43566,Employed,34278,44697,0.76,2,0.76,4.7,4,0.31,Home Improvement,0
41,39996,Employed,3156,11469,0.44,8,0.93,5.7,1,0.05,Auto,1
26,37519,Self-Employed,3919,25011,0.76,4,0.81,6.9,3,0.11,Debt Consolidation,0
46,56811,Employed,22575,56512,0.35,14,0.98,12.2,0,0.21,Debt Consolidation,1
52,23187,Employed,7632,24284,0.44,11,0.93,2.2,1,0.2,Home Improvement,1
36,93010,Self-Employed,64768,32078,0.27,8,0.94,6.5,1,0.21,Auto,1
18,35146,Unemployed,12142,4392,0.99,6,0.75,0.8,4,0.1,Home Improvement,0
44,70329,Employed,45920,19648,0.28,1,0.94,25.0,1,0.19,Home Improvement,1
47,25977,Employed,2237,29473,0.65,12,0.82,8.7,3,0.16,Home Improvement,1
46,68488,Employed,18864,38008,0.5,7,0.92,7.7,1,0.13,Debt Consolidation,1
56,68594,Employed,11657,34453,0.4,8,0.93,21.9,1,0.1,Major Purchase,0
29,59403,Employed,19394,932,0.45,9,0.93,9.1,1,0.08,Debt Consolidation,0
50,29815,Employed,7897,1825,0.73,2,0.81,24.1,3,0.07,Education,0
56,55535,Employed,39397,44563,0.38,17,0.93,21.7,1,0.27,Debt Consolidation,1
20,27132,Unemployed,20119,19203,0.87,4,0.76,1.6,4,0.26,Home Improvement,0
45,43200,Employed,24670,29835,0.56,13,0.92,7.3,1,0.22,Business,1
35,82019,Employed,11951,10858,0.47,5,0.88,7.9,2,0.05,Major Purchase,1
41,73009,Employed,56352,30844,0.44,10,0.93,6.6,1,0.24,Home Improvement,1
46,49394,Employed,16768,48150,0.79,12,0.81,24.9,3,0.2,Debt Consolidation,1
36,30109,Employed,1577,6319,0.36,1,0.93,2.9,1,0.04,Debt Consolidation,1
33,67696,Employed,25463,71705,0.41,5,0.88,10.5,2,0.22,Debt Consolidation,1
42,49498,Self-Employed,14369,7215,0.4,6,0.99,7.0,0,0.09,Education,1
28,15364,Employed,1818,3118,0.4,3,0.83,5.3,3,0.05,Home Improvement,0
28,72498,Self-Employed,8188,41562,0.63,12,0.77,3.7,4,0.1,Auto,1
50,48430,Unemployed,15135,54937,0.74,15,0.71,11.0,5,0.21,Auto,0
28,89431,Employed,35657,35366,0.36,7,0.98,3.3,0,0.14,Debt Consolidation,1
49,28349,Employed,1558,22391,0.59,6,0.92,23.6,1,0.11,Auto,0
47,15000,Unemployed,3933,10596,0.84,4,0.76,11.2,4,0.15,Business,0
21,56361,Unemployed,27195,10119,0.65,3,0.77,2.5,4,0.14,Education,0
33,56714,Employed,15443,16889,0.39,5,0.83,7.4,3,0.1,Major Purchase,1
56,21050,Employed,16134,23495,0.37,3,0.88,21.2,2,0.32,Auto,1
30,30053,Employed,6949,6665,0.44,10,0.99,7.0,0,0.08,Education,1
36,194387,Unemployed,41411,104251,0.49,9,0.73,17.6,5,0.12,Business,1
47,42074,Employed,17453,48705,0.36,9,0.93,11.3,1,0.24,Education,1
51,70649,Employed,51341,10131,0.5,6,0.82,7.6,3,0.19,Home Improvement,0
38,35407,Self-Employed,3902,16960,0.72,13,0.86,18.3,2,0.08,Home Improvement,1
34,17237,Employed,5340,4631,0.86,11,0.71,3.6,5,0.11,Business,0
59,45020,Employed,12308,11969,0.28,4,0.98,34.4,0,0.1,Debt Consolidation,1
62,42924,Employed,26259,6128,0.26,2,0.99,7.5,0,0.16,Home Improvement,1
53,40137,Self-Employed,6895,31284,0.73,4,0.71,23.4,5,0.13,Home Improvement,0
43,46289,Employed,23081,41456,0.49,8,0.93,4.6,1,0.23,Education,0
32,55945,Employed,37678,45435,0.49,13,0.78,13.0,4,0.26,Education,0
32,45476,Employed,25646,50459,0.85,10,0.86,8.3,2,0.27,Home Improvement,0
48,26055,Employed,3155,4554,0.6,18,0.67,10.5,6,0.05,Debt Consolidation,0
47,62510,Employed,30903,23992,0.49,9,0.93,4.9,1,0.16,Business,1
58,18496,Employed,8956,7647,0.49,1,0.99,15.5,0,0.17,Education,1
49,17585,Employed,14009,4897,0.83,13,0.99,22.2,0,0.22,Business,1
23,70940,Self-Employed,47509,12105,0.47,2,0.83,2.5,3,0.18,Debt Consolidation,0
54,63165,Self-Employed,43331,36891,0.78,15,0.71,9.6,5,0.23,Education,0
30,47634,Employed,19299,47696,0.6,2,0.82,7.4,3,0.22,Auto,1
37,24398,Employed,15213,27946,0.65,11,0.87,8.5,2,0.29,Home Improvement,0
45,34408,Employed,5351,5340,0.31,14,0.99,5.3,0,0.06,Business,1
65,42985,Self-Employed,14241,42460,0.45,15,0.88,8.1,2,0.2,Debt Consolidation,1
75,22071,Retired,15897,21839,0.45,14,0.88,40.6,2,0.29,Education,1
49,33876,Employed,5455,15812,0.43,16,0.93,30.2,1,0.09,Education,1
39,67925,Employed,41459,8968,0.39,15,0.93,5.7,1,0.16,Home Improvement,1
48,100072,Employed,61899,118886,0.74,19,0.81,23.4,3,0.29,Education,0
52,39746,Employed,18597,31268,0.45,9,0.93,3.9,1,0.21,Debt Consolidation,1
38,71556,Employed,56591,84338,0.3,5,0.88,8.2,2,0.33,Education,1
63,18825,Employed,11332,10925,0.83,5,0.86,23.3,2,0.21,Debt Consolidation,1
44,68167,Employed,47209,32326,0.45,11,0.88,7.7,2,0.22,Home Improvement,0
47,32794,Employed,10052,9727,0.57,4,0.99,15.8,0,0.11,Debt Consolidation,1
49,57163,Employed,42949,67468,0.4,18,0.83,27.5,3,0.32,Home Improvement,1
47,43309,Employed,18816,13161,0.78,3,0.76,27.4,4,0.14,Education,1
52,94864,Employed,66876,2705,0.59,4,0.87,4.3,2,0.17,Business,0
34,31659,Employed,24765,19468,0.36,14,0.99,5.1,0,0.26,Home Improvement,1
35,67090,Employed,44337,30355,0.42,7,1.0,16.7,0,0.21,Debt Consolidation,1
28,42627,Employed,15206,13370,0.51,10,0.82,3.4,3,0.12,Home Improvement,1
47,45290,Employed,32518,34489,0.45,8,0.99,20.4,0,0.26,Education,1
51,44715,Employed,2198,19545,0.43,16,1.0,9.1,0,0.06,Debt Consolidation,1
47,32117,Employed,5296,15502,0.84,15,0.81,11.0,3,0.1,Home Improvement,1
62,48676,Self-Employed,14030,1346,0.35,7,0.88,9.2,2,0.07,Education,1
41,47509,Employed,21577,33582,0.45,17,0.98,19.8,0,0.19,Debt Consolidation,1
50,55305,Employed,31248,8101,0.65,12,0.82,28.4,3,0.15,Debt Consolidation,0
28,51136,Employed,16510,13119,0.28,2,0.94,3.7,1,0.11,Debt Consolidation,1
37,73057,Employed,43251,62868,0.32,8,0.99,15.8,0,0.25,Home Improvement,1
50,77788,Employed,5934,29239,0.53,14,0.82,12.1,3,0.06,Debt Consolidation,1
52,28989,Employed,12831,5677,0.84,15,0.71,4.3,5,0.13,Education,0
38,75688,Employed,20471,52444,0.51,15,0.98,15.4,0,0.15,Debt Consolidation,1
41,27087,Employed,7073,6985,0.45,5,0.93,14.1,1,0.09,Home Improvement,1
23,65770,Employed,17839,21386,0.33,5,0.88,2.1,2,0.1,Debt Consolidation,1
37,66827,Self-Employed,6853,49826,0.77,2,0.86,5.6,2,0.11,Education,0
52,18851,Unemployed,4250,16736,0.74,9,0.76,33.2,4,0.16,Business,0
48,51353,Employed,1257,45580,0.61,9,0.92,26.0,1,0.11,Education,1
48,38783,Employed,27685,22443,0.55,4,0.92,24.5,1,0.24,Home Improvement,1
42,33544,Employed,17865,18286,0.51,15,0.92,3.9,1,0.19,Education,0
42,96319,Employed,30671,91037,0.28,11,0.94,18.4,1,0.19,Debt Consolidation,1
34,35353,Employed,5730,8189,0.47,1,0.88,4.2,2,0.07,Debt Consolidation,0
50,32755,Employed,12305,5982,0.56,18,0.99,31.3,0,0.11,Debt Consolidation,1
47,50911,Employed,33116,40608,0.64,1,0.87,2.5,2,0.25,Debt Consolidation,0
47,69064,Employed,39186,33938,0.52,8,0.82,10.9,3,0.2,Debt Consolidation,1
35,45669,Employed,24443,38909,0.69,9,0.98,7.9,0,0.23,Home Improvement,0
18,87832,Employed,23839,27045,0.29,6,0.99,0.8,0,0.1,Debt Consolidation,1
55,63926,Self-Employed,11818,24921,0.47,18,0.93,28.6,1,0.09,Major Purchase,0
36,16496,Employed,7202,17749,0.51,6,0.92,7.4,1,0.23,Business,0
31,37619,Employed,15639,19034,0.79,9,0.99,7.8,0,0.16,Major Purchase,1
50,37015,Employed,7178,26248,0.6,12,0.92,26.9,1,0.13,Debt Consolidation,1
37,62297,Employed,18031,7975,0.53,3,0.82,1.3,3,0.08,Business,0
54,15000,Employed,2611,3218,0.54,18,1.0,29.1,0,0.07,Business,0
49,175343,Employed,95700,5383,0.18,5,0.89,29.4,2,0.13,Business,1
50,63928,Employed,30162,32554,0.39,2,0.98,2.0,0,0.17,Home Improvement,1
25,52809,Employed,31842,62667,0.54,7,0.87,1.3,2,0.29,Auto,0
56,88502,Employed,61098,92807,0.29,10,0.94,13.7,1,0.29,Debt Consolidation,1
45,158233,Employed,96333,94936,0.39,15,0.93,3.3,1,0.22,Debt Consolidation,1
37,75763,Employed,31490,78286,0.49,9,0.99,9.6,0,0.22,Debt Consolidation,1
43,78779,Employed,22366,56169,0.46,7,0.93,18.5,1,0.15,Business,1
20,52331,Unemployed,37354,23157,0.78,5,0.86,1.6,2,0.22,Debt Consolidation,0
46,45671,Employed,28960,9511,0.61,15,1.0,6.3,0,0.18,Debt Consolidation,1
29,38642,Unemployed,25057,30281,1.14,4,0.69,7.5,5,0.25,Major Purchase,0
25,32433,Employed,7080,7513,0.71,12,0.71,5.1,5,0.08,Debt Consolidation,0
23,34769,Employed,13781,17415,0.4,4,0.93,4.7,1,0.16,Business,0
55,24952,Employed,18142,24726,0.51,15,0.87,6.3,2,0.29,Auto,0
34,47195,Self-Employed,32942,7318,0.38,10,0.98,11.4,0,0.19,Debt Consolidation,0
60,21113,Self-Employed,1632,3268,0.49,14,0.88,38.4,2,0.04,Debt Consolidation,1
35,53930,Employed,25232,14522,0.65,10,0.67,9.0,6,0.14,Home Improvement,1
21,48138,Employed,1329,31881,0.35,10,0.93,1.7,1,0.09,Major Purchase,0
28,52757,Employed,31595,15936,0.45,10,1.0,2.5,0,0.18,Business,1
56,37757,Employed,6446,22798,0.55,17,0.92,33.1,1,0.11,Debt Consolidation,1
40,200000,Employed,78781,45297,0.1,14,0.94,9.3,1,0.12,Home Improvement,1
35,96766,Employed,67204,58784,0.32,2,0.98,15.8,0,0.24,Home Improvement,0
43,26310,Employed,14326,8765,0.5,16,1.0,21.3,0,0.17,Auto,1
48,55074,Employed,33530,64767,0.36,13,0.83,11.9,3,0.29,Debt Consolidation,0
55,36170,Self-Employed,15822,21385,0.74,9,0.86,21.7,2,0.18,Debt Consolidation,1
59,29518,Employed,17825,26340,0.34,7,1.0,2.1,0,0.25,Auto,0
37,25083,Employed,5020,21085,0.8,16,0.76,5.7,4,0.15,Home Improvement,0
26,60846,Employed,23061,35818,0.33,10,1.0,6.0,0,0.16,Debt Consolidation,1
37,34867,Self-Employed,25849,9993,0.67,8,0.92,13.2,1,0.21,Auto,0
45,79531,Self-Employed,54865,48741,0.38,9,0.93,10.2,1,0.24,Education,0
30,80570,Employed,26602,65839,0.78,6,0.91,9.9,1,0.18,Home Improvement,0
30,97436,Employed,36894,53775,0.61,7,0.72,3.6,5,0.16,Education,1
46,32010,Self-Employed,3933,3146,0.32,7,0.93,13.5,1,0.04,Home Improvement,1
41,62173,Employed,20752,1341,0.26,16,0.99,11.4,0,0.08,Education,1
42,67253,Employed,29269,26460,0.41,9,0.83,8.8,3,0.15,Business,1
32,38673,Self-Employed,23900,6971,0.73,11,0.86,13.4,2,0.17,Education,1
39,33326,Employed,4806,36239,0.41,17,0.83,14.9,3,0.17,Education,1
30,109618,Employed,30140,23129,0.57,4,0.82,6.9,3,0.09,Education,0
52,54926,Self-Employed,22639,25987,0.39,7,0.88,17.8,2,0.16,Home Improvement,1
54,67371,Employed,9066,57567,0.5,11,0.78,6.6,4,0.13,Debt Consolidation,0
19,32498,Self-Employed,12509,31798,0.53,8,0.87,1.0,2,0.21,Debt Consolidation,1
30,26645,Employed,9261,15274,0.5,7,0.88,8.4,2,0.15,Education,0
24,36874,Employed,13768,8014,0.62,3,0.82,5.6,3,0.12,Home Improvement,0
34,46073,Employed,28153,14976,0.27,15,1.0,13.2,0,0.19,Home Improvement,1
40,28793,Employed,5585,14475,0.63,12,0.87,7.3,2,0.11,Auto,1
24,48780,Employed,28632,21341,0.54,7,0.92,3.2,1,0.19,Debt Consolidation,0
30,21072,Employed,6817,8816,0.73,8,0.91,1.9,1,0.13,Education,1
29,28000,Employed,1116,4430,0.64,7,0.82,2.0,3,0.03,Home Improvement,0
44,68559,Employed,16616,75138,0.72,6,0.86,12.8,2,0.19,Home Improvement,0
42,66296,Unemployed,19197,2367,0.95,9,0.8,13.2,3,0.07,Debt Consolidation,0
33,40298,Employed,15942,21277,0.54,11,0.82,4.7,3,0.16,Debt Consolidation,0
44,29469,Employed,18287,34666,0.65,13,0.77,17.1,4,0.29,Debt Consolidation,0
35,29328,Employed,9685,23217,0.53,7,0.72,12.3,5,0.17,Home Improvement,0
38,40674,Employed,23589,17346,0.34,8,0.93,6.7,1,0.19,Home Improvement,0
62,67660,Employed,4858,11861,0.32,17,0.98,33.6,0,0.04,Education,1
58,77973,Employed,15138,90186,0.58,17,0.87,9.0,2,0.19,Home Improvement,0
26,38243,Employed,20067,641,0.4,6,0.88,4.8,2,0.13,Auto,1
51,27536,Employed,21559,22515,0.54,2,0.92,26.7,1,0.29,Education,1
51,56045,Employed,37498,59192,0.44,8,0.99,18.2,0,0.29,Debt Consolidation,1
28,32475,Employed,7628,980,0.44,1,0.93,9.2,1,0.06,Debt Consolidation,0
51,37830,Employed,22525,32920,0.39,13,0.83,2.9,3,0.25,Debt Consolidation,0
60,95095,Employed,39211,113981,0.32,18,0.99,25.1,0,0.24,Major Purchase,1
28,74128,Employed,35308,56898,0.75,8,0.86,6.1,2,0.21,Business,0
30,53049,Employed,31980,26397,0.41,12,0.99,8.3,0,0.2,Debt Consolidation,1
54,25952,Employed,9088,27230,0.48,10,0.88,30.2,2,0.21,Education,1
45,54485,Employed,41727,36233,0.68,2,0.99,19.9,0,0.26,Major Purchase,0
48,83393,Employed,15464,74997,0.34,2,0.88,23.9,2,0.15,Auto,1
46,40626,Employed,18009,28654,0.57,14,0.98,8.8,0,0.19,Home Improvement,0
46,96332,Unemployed,16406,4426,0.86,16,0.76,11.5,4,0.05,Debt Consolidation,0
26,93561,Self-Employed,72698,23930,0.17,7,0.94,5.4,1,0.22,Debt Consolidation,0
54,112630,Employed,65086,10645,0.43,12,0.78,20.4,4,0.15,Auto,1
56,57103,Employed,7797,7310,0.53,14,0.77,36.6,4,0.05,Auto,1
39,65755,Employed,5858,1215,0.71,4,0.86,4.7,2,0.02,Home Improvement,0
41,99418,Employed,67373,50245,0.32,4,0.88,8.7,2,0.22,Debt Consolidation,1
23,61309,Employed,3015,13143,0.29,2,0.94,3.3,1,0.04,Major Purchase,1
48,38153,Employed,28655,39176,0.35,3,0.93,26.2,1,0.3,Business,0
48,39172,Employed,22540,35256,0.48,1,0.93,28.0,1,0.25,Debt Consolidation,1
41,55230,Self-Employed,8234,37987,0.45,17,0.93,8.4,1,0.12,Debt Consolidation,1
55,25712,Employed,5748,15088,0.32,7,0.93,3.4,1,0.12,Home Improvement,1
37,45632,Self-Employed,29454,14010,0.43,14,1.0,8.6,0,0.19,Debt Consolidation,1
48,84818,Self-Employed,66599,48341,0.75,16,0.66,12.4,6,0.26,Debt Consolidation,0
29,16389,Employed,9221,12610,0.41,5,0.99,10.9,0,0.23,Debt Consolidation,1
41,105581,Employed,29547,99106,0.67,7,0.82,10.5,3,0.18,Major Purchase,1
39,85921,Employed,54804,8421,0.54,14,0.87,7.1,2,0.16,Business,1
44,38953,Employed,24173,33115,0.62,2,0.77,10.1,4,0.25,Debt Consolidation,1
37,64324,Employed,24567,57329,0.46,3,1.0,8.1,0,0.2,Business,1
40,49098,Employed,3325,32932,0.7,17,1.0,18.3,0,0.1,Education,1
51,90671,Employed,72386,23319,0.54,16,1.0,3.6,0,0.22,Debt Consolidation,1
36,80124,Unemployed,5372,51841,0.84,8,0.81,6.4,3,0.09,Business,0
22,24342,Employed,3879,14684,0.38,2,0.88,3.9,2,0.11,Education,1
62,65751,Unemployed,35956,37534,0.74,15,0.66,7.6,6,0.2,Business,0
58,44231,Employed,20165,24449,0.33,7,0.93,30.0,1,0.18,Home Improvement,1
26,51093,Self-Employed,13313,6794,0.39,11,0.98,3.5,0,0.08,Home Improvement,1
50,34061,Employed,19529,7475,0.67,9,0.77,19.0,4,0.16,Debt Consolidation,1
35,117485,Employed,83195,13722,0.53,6,0.99,2.6,0,0.18,Home Improvement,1
45,82456,Self-Employed,15908,23992,0.48,18,0.88,9.0,2,0.08,Education,1
45,33864,Employed,18650,10706,0.51,18,0.92,14.0,1,0.17,Major Purchase,1
39,25152,Employed,7576,7396,0.67,14,0.92,5.6,1,0.11,Education,0
32,40423,Employed,5104,10231,0.43,14,0.99,8.0,0,0.06,Debt Consolidation,1
33,60916,Employed,44903,53758,0.54,14,0.98,4.1,0,0.28,Debt Consolidation,1
31,55276,Employed,3319,54296,0.25,9,0.99,8.8,0,0.13,Business,1
32,91726,Employed,56020,36005,0.28,4,0.94,12.8,1,0.19,Home Improvement,0
41,72762,Employed,11256,26642,0.4,4,0.88,2.9,2,0.08,Debt Consolidation,1
33,79601,Employed,41488,80622,0.58,15,0.82,4.0,3,0.25,Business,0
50,57723,Self-Employed,12736,43217,0.41,15,0.93,27.2,1,0.14,Major Purchase,1
59,24473,Employed,2807,8617,0.5,18,0.92,26.3,1,0.07,Auto,1
35,44451,Employed,7063,38064,0.86,14,0.81,2.3,3,0.14,Debt Consolidation,0
44,83286,Employed,62216,34439,0.76,1,0.81,13.2,3,0.23,Home Improvement,1
47,47774,Employed,4562,33626,0.6,10,0.82,6.9,3,0.11,Auto,0
47,63041,Employed,5504,75091,0.74,10,0.99,6.6,0,0.16,Business,1
42,41798,Employed,8985,15127,0.77,10,0.91,22.6,1,0.1,Major Purchase,0
50,29292,Employed,11084,32707,0.46,2,0.78,24.6,4,0.22,Home Improvement,0
47,46088,Employed,33355,17733,0.7,8,0.91,20.5,1,0.22,Business,1
27,57212,Employed,13631,37092,0.45,1,0.98,2.9,0,0.13,Debt Consolidation,0
52,35318,Self-Employed,17325,19494,0.45,1,0.99,4.9,0,0.18,Debt Consolidation,1
52,43570,Employed,24118,40946,0.68,4,0.87,29.7,2,0.25,Home Improvement,0
32,30646,Employed,15006,2246,0.72,7,0.86,1.1,2,0.13,Major Purchase,1
42,85786,Unemployed,61513,64557,0.68,9,0.77,9.9,4,0.26,Debt Consolidation,0
50,42309,Employed,32811,38619,0.47,16,0.99,9.6,0,0.3,Debt Consolidation,1
39,101354,Self-Employed,57141,57424,0.37,5,0.93,12.4,1,0.2,Major Purchase,0
54,105279,Employed,70659,13302,0.28,2,0.94,9.8,1,0.18,Debt Consolidation,1
70,47074,Retired,12292,13828,0.47,11,0.83,16.9,3,0.1,Debt Consolidation,0
32,29607,Employed,13921,24147,0.51,2,0.98,12.1,0,0.21,Auto,1
25,17275,Employed,13499,18562,0.49,9,0.88,4.6,2,0.32,Auto,0
45,23481,Employed,12880,11879,0.66,19,0.87,4.8,2,0.19,Home Improvement,1
50,24663,Employed,6599,16585,0.55,13,0.87,23.5,2,0.14,Major Purchase,1
39,97658,Self-Employed,1071,26764,0.27,11,0.94,5.1,1,0.04,Debt Consolidation,1
59,51943,Employed,33234,25693,0.49,19,0.93,18.3,1,0.21,Business,1
25,59563,Employed,44117,24072,0.63,1,0.92,4.9,1,0.23,Auto,0
50,16151,Employed,10328,12704,0.7,5,0.82,9.4,3,0.25,Home Improvement,1
34,26930,Employed,6516,31821,0.49,13,0.93,6.8,1,0.2,Business,0
62,76384,Employed,13519,74547,0.48,1,0.99,32.6,0,0.16,Debt Consolidation,1
65,56578,Employed,9234,13046,0.5,10,0.78,44.1,4,0.07,Debt Consolidation,0
32,45542,Employed,5360,31570,0.57,8,0.99,7.9,0,0.11,Major Purchase,1
35,65018,Employed,35599,5181,0.66,8,1.0,1.2,0,0.14,Debt Consolidation,1
52,111068,Unemployed,82965,32909,0.84,8,0.71,12.2,5,0.21,Debt Consolidation,0
37,43891,Employed,25558,9070,0.45,3,0.99,8.2,0,0.16,Home Improvement,1
41,50750,Employed,29217,20434,0.56,6,0.92,8.5,1,0.19,Debt Consolidation,1
42,53976,Self-Employed,41160,43967,0.29,12,0.99,11.0,0,0.28,Business,1
18,162113,Employed,84595,74908,0.48,7,0.93,0.7,1,0.18,Major Purchase,1
41,17159,Employed,8268,19208,0.82,16,0.86,3.7,2,0.25,Home Improvement,0
33,68982,Employed,12544,17610,0.66,9,0.72,4.8,5,0.07,Home Improvement,0
36,46286,Employed,7381,20229,0.32,5,0.93,9.6,1,0.09,Home Improvement,0
59,65080,Employed,24128,25760,0.62,10,0.99,13.6,0,0.14,Debt Consolidation,1
26,35288,Employed,10461,9991,0.67,10,1.0,7.9,0,0.11,Debt Consolidation,1
51,47835,Employed,29559,57009,0.47,10,0.93,14.8,1,0.29,Debt Consolidation,0
38,69961,Employed,7834,32508,0.39,16,0.93,17.5,1,0.08,Home Improvement,1
38,200000,Employed,95075,141076,0.22,1,0.94,18.0,1,0.2,Education,1
51,73424,Unemployed,53175,34403,0.75,17,0.61,27.8,7,0.23,Major Purchase,0
46,32079,Employed,20174,7856,0.41,14,0.99,2.3,0,0.18,Auto,1
